user_id,FD12_words,FD14_words,FD16_words,ref_dat_score
42ce8c82-2f48-4f6c-a135-e391813359d2,"['musician', 'face', 'cartoon face', 'genie released from a bottle', 'a shoulder', 'carriage', 'faces', 'people', 'man', 'nothing']","['Dog', 'nothing', 'man with glassess', 'dog', 'cow', 'black cat', '2 people', 'nothin', 'child with animal']","['map', 'horses head', 'fetus', 'nothing', 'singer', 'small dog', 'lion', 'terrapins', 'mouse']",76.65861426364808
7562e7ad-db5c-4fa7-a6fa-2b47d08ff3a4,"['pot-belly', 'crown', 'stone', 'face', 'brick', 'elephant', 'trunk', 'embryo', 'wolf', 'rabbit', 'kangaroo', 'hyena', 'light', 'egg', 'dress', 'gown', 'tongue', 'hair', 'beauty', 'beast', 'handshake', 'reach', 'float', 'headless', 'raised', 'arm', 'upside-down', 'blow', 'bubbles', 'whale', 'dancing', 'muscular', 'twist', 'beard', 'crying', 'small', 'puffy', 'round', 'plump', 'witch', 'hat', 'long']","['map', 'eyes', 'spill', 'ghost', 'dark', 'ponytail', 'toxic', 'island', 'alien', 'ink', 'squashed', 'stringray', 'shark', 'mongolia', 'claw', 'sharp', 'fingers', 'broken', 'bad', 'breath', 'anxious', 'mustasche', 'thick', 'eyebrows', 'flat', 'tornado', 'bear', 'heart', 'fight', 'seahorse', 'dragon', 'swirls', 'mice', 'rat', 'cough', 'choke', 'girl', 'knees', 'hugging', 'sat', 'crawled']","['hat', 'lady', 'coastline', 'oil', 'paint', 'tree', 'head', 'afro', 'hair', 'eyes', 'sharp', 'nose', 'ears', 'big', 'half', 'pain', 'teeth', 'grimace', 'face', 'freedom', 'bird', 'faces', 'einstein', 'friends', 'group', 'picture', 'kiss', 'starfish', 'skull', 'casper', 'world', 'sweden']",85.67173368341867
e8da3e17-875a-4a12-aab7-ba0854c94926,"['Lamp', 'Vase', 'Woman', 'Robot', 'Bust', 'Footprint', 'Corsica', 'Hand', 'Dress', 'Korea', 'Crab', 'Face']","['Map', 'Blot', 'Ink', 'Woman', 'Cow', 'Australia', 'Lobster', 'Bow', 'Thumb', 'Face', 'Rabbit', 'Person', 'Water elephant', 'Horse', 'Skull', 'Fight', 'Bird']","['Person', 'Italy', 'Australia', 'Horse', 'Duck', 'Face', 'Crow', 'Europe', 'Arrow', 'Ghost']",
4232f7a3-388c-4d0f-8b8e-8f7a9a80edd4,[],"['Dragon', 'Man', 'Crone']",[],91.0855284847674
63587c82-8f7e-417f-b6be-ce2e9376e543,"['channel', 'river', 'nuzzling', 'kissing', 'symmetry', 'woman', 'sheep', 'camel', 'alien', 'hand', 'person']","['cloud', 'boot', 'fetus', 'duck', 'crane', 'dog', 'ghost monster', 'loop', 'creature']","['monster', 'splotches', 'brain', 'kidney', 'phoenix', 'cross', 'sheep', 'tornado', 'rabbit', 'ogre', 'animal', 'giraffe']",
64a3b852-4d9b-4ce7-9104-c08d9c02d82a,"['whale', 'ocean', 'mountain', 'country', 'place', 'expanse', 'divide', 'greatness', 'gulf', 'dig', 'revenge', 'faces', 'argument', 'yelling', 'people']","['split', 'portal', 'wolf', 'power', 'river', 'bend', 'water', 'mega', 'eyes', 'storm', 'smoke', 'pathway', 'obstacle', 'clarity', 'diversion', 'retaliation', 'island', 'travel', 'continent', 'expanse', 'wild', 'bright', 'open', 'wide', 'ready', 'experience', 'kissing', 'bodies', 'lion', 'royal', 'run', 'colonisation', 'war', 'takeover', 'darkness', 'brutal', 'rabbit', 'deer', 'danger', 'mess', 'tadpole', 'crab', 'fly', 'creatures', 'nature', 'couple', 'floating', 'dancing', 'happiness', 'pleasure', 'void', 'expanding', 'dark', 'valiant', 'unicorn', 'llama', 'monster', 'teeth', 'mask', 'dog', 'bear', 'canter', 'melon', 'flower', 'freedom', 'pussy', 'scattered', 'chaos', 'confusion', 'unrest', 'madness', 'eat', 'gape', 'grave', 'queen', 'face', 'rule', 'world', 'sex', 'sub', 'dominate', 'extreme', 'body', 'yell', 'scream', 'fight']","['dragon', 'dog', 'clouds', 'butterfly', 'art', 'splotch', 'matter', 'meteor', 'love', 'Italy', 'boot', 'black', 'species', 'movement', 'cluster', 'atoms', 'buffalo', 'bright', 'disaster', 'explosion', 'distance', 'fade', 'crack', 'crater', 'puddle', 'gossip', 'fury', 'fear', 'action']",76.94962613639377
8bfeab6f-7db4-4403-a3f0-05e74f9e2d63,"['africa', 'mouth', 'coast', 'rhino', 'fox', 'smoker', 'dog', 'rabbit', 'pig', 'elephant', 'gorilla', 'ball', 'hand', 'rodent', 'caveman', 'bust']","['gnome', 'australia', 'spain', 'man', 'dragon', 'lizard', 'hand', 'doctor', 'horse', 'elephant', 'hawk', 'skull', 'wombat', 'foot', 'corsica']","['tasmania', 'guitarist', 'buddha', 'skiier', 'shrew', 'korea', 'genie', 'rabbit', 'pirate', 'face', 'foot', 'elephant', 'mouse', 'cat', 'hippo', 'griffin', 'coffeepot']",94.73199138883501
8004cbff-0c95-4254-a296-cc07955ab290,"['korea', 'cow', 'dog', 'grinch', 'arrow', 'statue', 'bear', 'man', 'waist', 'icecaps', 'India', 'woman']","['dancer', 'madagascar', 'mikkie', 'face', 'woman', 'ox', 'snake', 'boar', 'cat', 'wizard', 'man', 'potato', 'antenna', 'demon', 'rose', 'sheep', 'cross', 'rat']","['trees', 'witch', 'folliage', 'monster', 'face', 'animals', 'fish', 'couple']",83.16964397284512
2226b9d0-3526-45c9-b102-74365b7546ab,"['Map', 'Country', 'God', 'Hook', 'Butterfly', 'Woman', 'Dancer', 'Dog', 'Boot', 'Baby', 'Ruffle', 'Flute', 'Piano', 'Santa', 'Mountain climber', 'Penis', 'Elbow', 'Tulip', 'Bag', 'Raindrop', 'Girl', 'Hat', 'Waves', 'Boat', 'Cliff', 'Stone', 'Mickey mouse ears', 'Gorilla', 'Hand', 'Watch', 'Pillow', 'Chalice', 'Criminal', 'Lantern']","['Man', 'Duck', 'Babyface', 'Broom', 'Woman', 'Heart', 'Umbrella', 'Goblet', 'Dinosaur', 'Sofa', 'Ghost', 'Mirror', 'Pencil', 'Bunny', 'Wolf', 'Crib', 'Cat', 'Shoe', 'Shrimp', 'Ice cream', 'Scale', 'Person', 'Balloon', 'Hand', 'Baby', 'Gun', 'Lobster', 'Fence', 'Handcuffs', 'Bat', 'Buckle']","['Seahorse', 'Sperm', 'Bigfoot', 'Bush', 'Horse', 'Building', 'Rain', 'Dragon', 'Fiddler', 'Films trip', 'Fish', 'Fan', 'Fingers', 'Racoon', 'Bear', 'Bottle', 'Woman', 'Scorpion', 'Monster', 'Lectern', 'Rabbit', 'Honeycomb', 'Cobblestone', 'Cat', 'Shopper', 'Christmas lights', 'Grapes', 'Dentures', 'Apple', 'Flag', 'Mouse', 'Grass', 'Football']",95.55425312192668
1fe3b4e3-e38b-42d2-b7a3-802830637736,"['guy', 'elephant', 'jackal', 'skull', 'balled fist', 'woman', 'bird', 'spain', 'foetus', 'mushroom']","['baby', 'airplane', 'people', 'crab', 'witch', 'angel', 'person']","['skydiver', 'phoenix', 'butterfly', 'maple leaf', 'bird', 'mermaid']",80.19407212379433
14bda0a9-64ad-4db3-b507-ad43170f645b,"['face', 'nouse', 'dot', 'black', 'white']","['monster', 'face', 'eyes']","['map', 'world']",80.0415865544762
