metric,n_subjects,mean_no,mean_yes,wilcoxon_p
n_fixations,105,8.994407933064357,9.37086119058231,0.04455031041821539
mean_fix_dur_ms,94,193.68641110865224,182.4537909941675,0.4702121224161053
scanpath_length_norm,105,15.9209826915662,15.748590448439375,0.1525527940384984
gaze_entropy,105,3.7559417967264905,3.711146199945474,0.037276603055868655
gini_gaze,105,0.8678901517380531,0.8723405261356408,0.04729815756542037
recurrence_rate,86,0.24429420791850032,0.2544976126763851,0.18398936264801447
