metric,n_subjects,friedman_p,mean_FD12,mean_FD14,mean_FD16
n_fixations,227,0.8911861950369042,7.872874274526258,7.9729634291308304,7.978987483392769
mean_fix_dur_ms,201,0.06197064168067004,175.0178477402545,175.47911679194462,184.08793933737064
scanpath_length_norm,226,0.005695142884573423,16.759514043552556,16.637988395296276,16.530273961168938
gaze_entropy,226,0.16153897251364072,3.740226082412499,3.7541758493784028,3.7462176110966188
gini_gaze,226,0.12552865259508278,0.871671612988295,0.8705944284937929,0.8709362268331624
recurrence_rate,172,0.07788581652557645,0.2652885107517451,0.25281568249233627,0.24926194502689486
