url,fd_level,n_words,n_users,vocab_entropy,modal_share,mean_pair_sim,top_word,top_word_n
images/FD16/FD_16_16.png,FD16,45,31,5.236080318455743,0.06666666666666667,0.3088128506205976,face,3
images/FD16/FD_16_17.png,FD16,65,33,5.899290889951531,0.03076923076923077,0.27916156701743605,elephant,2
images/FD16/FD_16_18.png,FD16,68,38,5.841067436806762,0.058823529411764705,0.28367071381770076,man,4
images/FD16/FD_16_19.png,FD16,69,34,5.416141304447483,0.17391304347826086,0.314447114598006,face,12
images/FD16/FD_16_2.png,FD16,74,35,5.6755374871921,0.10810810810810811,0.2856277170404792,elephant,8
images/FD16/FD_16_20.png,FD16,50,28,5.443856189774726,0.04,0.29391178727149964,bird,2
images/FD16/FD_16_21.png,FD16,76,40,6.053784256836173,0.039473684210526314,0.2876301491819322,dog,3
images/FD16/FD_16_22.png,FD16,67,32,5.804749265020057,0.04477611940298507,0.27180831084027884,face,3
images/FD16/FD_16_23.png,FD16,60,35,5.694309137239127,0.05,0.2840107457013801,face,3
images/FD16/FD_16_24.png,FD16,88,42,6.269035169749077,0.03409090909090909,0.26901635478250685,face,3
images/FD16/FD_16_25.png,FD16,64,39,5.695159765557392,0.046875,0.2802636042051017,face,3
images/FD16/FD_16_26.png,FD16,36,21,4.892147223664534,0.1111111111111111,0.27127601167187093,dog,4
images/FD16/FD_16_27.png,FD16,49,29,5.3698118849315355,0.04081632653061224,0.28432741776108744,woman,2
images/FD16/FD_16_28.png,FD16,60,29,5.7068905956085185,0.06666666666666667,0.2656303320080042,person,4
images/FD16/FD_16_29.png,FD16,63,28,5.604108891685204,0.047619047619047616,0.293493622019887,dragon,3
images/FD16/FD_16_3.png,FD16,43,26,5.315685975582017,0.06976744186046512,0.29649899614974856,face,3
images/FD16/FD_16_30.png,FD16,59,30,5.653663812000366,0.05084745762711865,0.29553019361570476,skull,3
images/FD16/FD_16_31.png,FD16,88,40,6.129664004902595,0.03409090909090909,0.2870383916050196,face,3
images/FD16/FD_16_32.png,FD16,76,37,6.168980145022533,0.02631578947368421,0.2653816635720432,nose,2
images/FD16/FD_16_33.png,FD16,76,40,5.910958559832576,0.06578947368421052,0.27879872522316873,dog,5
images/FD16/FD_16_34.png,FD16,70,34,5.809789760136392,0.07142857142857142,0.2708396815508604,face,5
images/FD16/FD_16_35.png,FD16,63,32,5.882041828261821,0.031746031746031744,0.28924191385507586,laughing,2
images/FD16/FD_16_36.png,FD16,61,29,5.426558853920863,0.06557377049180328,0.3043352646753192,elephant,4
images/FD16/FD_16_37.png,FD16,86,42,6.073188847997445,0.05813953488372093,0.2837448098696768,bird,5
images/FD16/FD_16_38.png,FD16,73,33,5.884829182078779,0.0821917808219178,0.2741314749326557,face,6
images/FD16/FD_16_39.png,FD16,58,35,5.741517417504062,0.05172413793103448,0.27309354342520237,man,3
images/FD16/FD_16_4.png,FD16,88,36,6.3230679822736615,0.022727272727272728,0.2650071121752262,europe,2
images/FD16/FD_16_40.png,FD16,62,27,5.792905987806228,0.03225806451612903,0.2687530031986535,face,2
images/FD16/FD_16_41.png,FD16,54,26,5.569702316978282,0.037037037037037035,0.27389243750832976,fairy,2
images/FD16/FD_16_42.png,FD16,54,30,5.532665279941246,0.07407407407407407,0.2843772378005087,heart,4
images/FD16/FD_16_43.png,FD16,58,31,5.638069141641993,0.05172413793103448,0.2803332251124084,horse,3
images/FD16/FD_16_44.png,FD16,57,29,5.727626856270005,0.03508771929824561,0.2594635007251054,face,2
images/FD16/FD_16_45.png,FD16,45,26,5.386188929614931,0.06666666666666667,0.2612405412364751,face,3
images/FD16/FD_16_46.png,FD16,44,26,5.277613436819116,0.09090909090909091,0.28568472852930427,dragon,4
images/FD16/FD_16_47.png,FD16,70,42,5.677716724453012,0.07142857142857142,0.30910596791654826,face,5
images/FD16/FD_16_48.png,FD16,53,27,5.652448756449991,0.03773584905660377,0.2702304529771209,sky,2
images/FD16/FD_16_49.png,FD16,55,38,5.535727440718715,0.05454545454545454,0.2932223593629897,trees,3
images/FD16/FD_16_5.png,FD16,51,28,5.383113822321231,0.058823529411764705,0.2864612969569862,lobster,3
images/FD16/FD_16_50.png,FD16,81,43,5.871749423120506,0.08641975308641975,0.27628777697682383,face,7
images/FD16/FD_16_51.png,FD16,75,35,5.48735681750339,0.10666666666666667,0.3040163669921458,face,8
images/FD16/FD_16_52.png,FD16,60,27,5.760975803905794,0.05,0.2873338067904115,dragon,3
images/FD16/FD_16_53.png,FD16,42,22,4.973040268625502,0.11904761904761904,0.29035198923200367,face,5
images/FD16/FD_16_54.png,FD16,86,41,6.1047358656974104,0.08139534883720931,0.2753507801983506,face,7
images/FD16/FD_16_55.png,FD16,65,27,5.930060120720762,0.03076923076923077,0.2649765644595027,kangaroo,2
images/FD16/FD_16_56.png,FD16,68,40,5.999227547132694,0.029411764705882353,0.26164410380646586,dragon,2
images/FD16/FD_16_57.png,FD16,47,25,5.256716511252106,0.0425531914893617,0.2774500609189272,archipelago,2
images/FD16/FD_16_58.png,FD16,81,35,5.994170990538945,0.04938271604938271,0.28615240861661734,face,4
images/FD16/FD_16_59.png,FD16,48,23,5.444235677759418,0.0625,0.24923220371827484,man,3
images/FD16/FD_16_6.png,FD16,74,36,5.542100960422815,0.06756756756756757,0.2870003614388406,italy,5
